pipeline,classification_f1,classification_f1_ci,classification_accuracy,classification_accuracy_ci,location_em,location_em_ci,victim_phone_em,victim_phone_em_ci,victim_name_em,lat_em,e2e_triage_accuracy,e2e_triage_accuracy_ci,e2e_triage_f1,e2e_triage_f1_ci,avg_latency_seconds,total_cost_usd,total_input_tokens,total_output_tokens,total_tokens
homogeneous_deepseek-v4-flash,0.9980657640232108,0.995 - 1.000,0.998,0.995 - 1.000,0.9613899613899614,0.943 - 0.977,0.8725868725868726,0.839 - 0.901,0.637065637065637,1.0,0.7126546146527117,0.680 - 0.743,0.4935290640500697,0.459 - 0.526,32.687234044790266,0.49106295,4296522,562746,4859268
homogeneous_typhoon-v2.5,0.9990338164251208,0.997 - 1.000,0.999,0.997 - 1.000,0.944015444015444,0.923 - 0.962,0.8706563706563707,0.839 - 0.897,0.6003861003861004,1.0,0.6917221693625119,0.660 - 0.721,0.5317386975610231,0.497 - 0.568,7.607044718027115,0.4901832,4116328,785504,4901832
homogeneous_gemma-4,0.9990338164251208,0.997 - 1.000,0.999,0.997 - 1.000,0.9864864864864865,0.976 - 0.996,0.8841698841698842,0.855 - 0.912,0.6447876447876448,0.9980694980694981,0.7668886774500476,0.736 - 0.795,0.6328955365199798,0.597 - 0.670,11.778020410537719,0.383009925,3397495,427326,3824821
heterogeneous_optimized,0.9980657640232108,0.995 - 1.000,0.998,0.995 - 1.000,0.974903474903475,0.959 - 0.988,0.8706563706563707,0.840 - 0.901,0.6467181467181468,1.0,0.7697431018078021,0.740 - 0.796,0.6345523435896133,0.597 - 0.669,17.86601022529602,0.40007806,3739713,467989,4207702
